dominio;documento;nome;uf;cidade;cep;data_cadastro;ultima_atualizacao;ticket
fibge.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;2011-05-16 18:33:40;2019-01-03 11:37:50;8261997
ibge.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;1996-01-01 12:00:00;2019-07-04 20:25:19;0
inde.gov.br;033.787.094/0001-40;FUNDACAO INST BRAS DE GEOGRAFIA E ESTATISTICA IBGE;RJ;Rio de Janeiro;20031-170;2010-02-23 17:18:01;2019-01-03 11:38:20;6581510
frp.gov.br;033.868.639/0001-42;FUNDACAO ROQUETTE PINTO;RJ;Rio de Janeiro;20231-011;1997-03-06 12:00:00;2020-05-05 20:44:21;32360
cnpd.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70070-110;2001-05-08 19:39:23;2020-03-30 14:41:23;548050
federativo.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70070-110;2006-03-21 15:28:43;2017-03-31 13:09:58;2696926
ipea.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70070-110;1996-04-29 12:00:00;2020-05-27 20:16:30;7297
ipeadata.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70070-110;2000-02-25 18:46:36;2019-10-07 17:24:53;268063
mestradoprofissional.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70070-110;2015-12-02 18:44:16;2018-12-06 19:01:34;14934291
portalfederativo.gov.br;033.892.175/0001-00;IPEA -INSTITUTO DE PESQUISA ECONOMICA APLICADA;DF;Brasília;70070-110;2006-03-21 15:28:43;2017-03-31 13:10:10;2696932
anapost.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;2000-02-01 18:09:06;2020-05-05 20:44:10;246117
correio.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;2000-02-01 18:09:22;2020-05-05 20:44:24;246912
correios.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;1997-10-16 11:00:00;2020-05-05 20:44:24;63697
e-post.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;2001-09-21 19:00:54;2020-05-05 20:44:23;637040
ect.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;1996-02-08 12:00:00;2020-05-05 20:44:15;5310
epost.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;2001-09-21 18:29:56;2020-05-05 20:44:15;637030
reformapostal.gov.br;034.028.316/0001-03;Empresa Brasileira de Correios e Telégrafos;DF;Brasília;70002-900;2000-01-17 13:47:32;2020-05-05 20:44:24;240586
correios-ce.gov.br;034.028.316/0010-02;EMPRESA BRASILEIRA DE CORREIOS E TELEGRAFOS;CE;Fortaleza;60030-970;1996-02-07 12:00:00;2020-05-05 20:44:21;5293
codern.gov.br;034.040.345/0001-90;COMPANHIA DAS DOCAS DO RIO GRANDE DO NORTE;RN;Natal;59010-700;2011-12-15 12:52:59;2011-12-15 12:52:59;9218722
cfa.gov.br;034.061.135/0001-89;CFA - CONSELHO FEDERAL DE ADMINISTRACAO;DF;Brasília;70070-010;2009-03-18 19:41:24;2015-01-14 12:56:58;5312797
casadamoeda.gov.br;034.164.319/0005-06;CASA DA MOEDA DO BRASIL CMB;RJ;Rio de Janeiro;23565-200;1997-05-01 12:00:00;2019-06-11 14:16:43;38379
cmb.gov.br;034.164.319/0005-06;CASA DA MOEDA DO BRASIL CMB;RJ;Rio de Janeiro;23565-200;2007-08-22 11:39:06;2019-06-11 14:17:32;3770042
tjap.gov.br;034.870.576/0001-21;TRIBUNAL DE JUSTICA DO ESTADO DO AMAPA;AP;Macapá;68900-911;1998-05-14 12:57:56;2020-05-05 20:44:12;97640
tre-ap.gov.br;034.927.343/0001-18;Tribunal Regional Eleitoral do Amapá;AP;Macapá;68900-020;1998-08-05 19:21:57;2015-01-08 21:03:47;106206
al.gov.br;035.562.321/0001-64;FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE ALAGOAS;AL;Maceió;57020-330;1996-04-04 12:00:00;2020-04-01 16:57:09;6462
agronet-pe.gov.br;035.672.054/0001-88;ESCOLA AGROTECNICA FEDERAL DE BELO JARDIM;PE;Belo Jardim;55155-730;2002-04-11 11:56:47;2019-01-02 17:23:23;786648
trt19.gov.br;035.734.318/0001-80;TRT da 19a Regiao;AL;Maceió;57020-440;1999-06-30 14:23:33;2017-08-03 12:54:56;169924
embratur.gov.br;035.842.428/0001-66;EMBRATUR - AGENCIA BRASILEIRA DE PROMOCAO INTERNAC;DF;Brasília;70712-907;1995-06-26 12:00:00;2019-12-27 12:12:37;0
eafcol.gov.br;036.351.658/0001-95;Escola Agrotécnica Federal de Colatina;ES;Colatina;29709-910;2004-03-17 19:11:27;2020-05-05 20:44:13;1572501
infraestrutura.gov.br;037.115.342/0001-67;MINISTERIO DA INFRAESTRUTURA;DF;Brasília;70044-902;2019-01-04 18:51:26;2020-05-05 20:44:07;19155751
transportes.gov.br;037.115.342/0001-67;MINISTERIO DA INFRAESTRUTURA;DF;Brasília;70044-902;1996-12-05 11:00:00;2020-05-05 20:44:13;23865
trensurb.gov.br;037.115.342/0001-67;MINISTERIO DA INFRAESTRUTURA;DF;Brasília;70044-902;2002-01-21 20:35:04;2020-05-05 20:44:22;721838
caged.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;2005-04-29 18:22:22;2020-05-05 20:44:13;2088808
fat.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;2010-03-17 18:09:28;2020-05-05 20:44:17;6639489
mte.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;1999-02-11 18:24:28;2020-05-05 20:44:18;141353
mtecbo.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;2002-10-17 11:25:31;2020-05-05 20:44:20;982440
trabalho.gov.br;037.115.367/0033-48;MINISTERIO DO TRABALHO E EMPREGO;DF;Brasília;70056-900;2000-07-28 21:30:21;2020-05-05 20:44:24;394684
espacobrasil.gov.br;037.115.375/0001-07;Ministério do Meio Ambiente;DF;Brasília;70068-900;2017-10-30 20:17:06;2020-05-05 20:44:07;17605159
protegeer.gov.br;037.115.375/0001-07;Ministério do Meio Ambiente;DF;Brasília;70068-900;2017-10-30 17:34:24;2020-05-05 20:44:15;17605172
webambiente.gov.br;037.115.375/0001-07;Ministério do Meio Ambiente;DF;Brasília;70068-900;2017-11-28 11:57:02;2020-05-05 20:44:15;17733835
conferenciameioambiente.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;2013-02-27 19:43:59;2020-05-05 20:44:11;11119091
environment.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;2001-08-13 20:13:13;2020-05-05 20:44:15;615399
mma.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;1995-07-10 12:00:00;2020-05-05 20:44:14;0
programaarpa.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;2013-04-25 14:28:13;2020-05-05 20:44:17;11387857
sinir.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;2012-12-06 18:47:05;2020-05-05 20:44:08;10795307
sisgen.gov.br;037.115.375/0002-98;MINISTERIO DO MEIO AMBIENTE;DF;Brasília;70068-900;2015-10-14 19:25:25;2020-05-05 20:44:12;14786814
cnrh.gov.br;037.115.375/0003-79;SECRETARIA DE RECURSOS HIDRICOS E AMBIENTE URBANO;DF;Brasília;70730-542;2008-09-09 13:05:26;2020-05-05 20:44:07;4837697
jbrj.gov.br;037.115.375/0007-00;INSTITUTO DE PESQUISAS JARDIM BOTANICO DO RIO =;RJ;Rio de Janeiro;22460-030;1997-09-10 12:00:00;2015-08-20 17:37:55;57014
car.gov.br;037.115.375/0008-83;Serviço Florestal Brasileiro;DF;Brasília;70818-900;2012-12-06 12:40:07;2018-12-07 16:56:34;10813198
florestal.gov.br;037.115.375/0008-83;Serviço Florestal Brasileiro;DF;Brasília;70818-900;2007-07-23 13:51:07;2018-12-06 18:35:46;3751211
mme.gov.br;037.115.383/0005-87;MINISTERIO DE MINAS E ENERGIA;DF;Brasília;70065-900;1996-07-17 12:00:00;2017-09-23 19:35:39;11916
trt24.gov.br;037.115.409/0001-63;TRIBUNAL REGIONAL DO TRABALHO DA 24A REGIAO;MS;Campo Grande;79031-908;1997-06-13 12:00:00;2017-02-11 15:09:36;42809
trtms.gov.br;037.115.409/0001-63;TRIBUNAL REGIONAL DO TRABALHO DA 24A REGIAO;MS;Campo Grande;79031-908;2003-10-17 19:31:51;2017-02-11 15:10:40;1399086
trt23.gov.br;037.115.425/0001-56;TRIBUNAL REGIONAL DO TRABALHO - 23 REGIAO;MT;Cuiabá;78049-935;1996-10-21 11:00:00;2019-08-22 17:17:29;19718
crecito.gov.br;038.145.157/0001-88;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS 25 REG;TO;Palmas;77015-973;2016-03-16 19:18:31;2020-05-05 20:44:17;15262151
esamur.gov.br;039.750.948/0001-08;Agência. San. Básico do Mun. Resende SANEAR;RJ;Resende;27523-000;2000-05-23 13:26:52;2020-05-05 20:44:22;326150
bn.gov.br;040.176.679/0001-99;FUNDACAO BIBLIOTECA NACIONAL;RJ;Rio de Janeiro;20040-008;2013-01-31 13:39:16;2020-01-29 19:58:26;10957465
fbn.gov.br;040.176.679/0001-99;FUNDACAO BIBLIOTECA NACIONAL;RJ;Rio de Janeiro;20040-008;2013-01-31 15:29:54;2020-01-29 19:59:17;10957415
valec.gov.br;042.150.664/0007-72;VALEC - ENGENHARIA, CONSTRUÇÕES E FERROVIAS S.A.;DF;Brasília;70040-908;2005-09-15 14:51:35;2020-05-20 16:14:50;2346471
portosrio.gov.br;042.266.890/0001-28;Companhia Docas do Rio de Janeiro;RJ;Rio de Janeiro;20081-000;1998-02-27 18:13:54;2020-05-08 21:27:56;87552
meufuturoseguro.gov.br;042.354.068/0001-19;Superintendência de Seguros Privados;RJ;Rio de Janeiro;20071-900;2017-03-27 11:15:00;2020-05-05 20:44:11;16794662
susep.gov.br;042.354.068/0001-19;Superintendência de Seguros Privados;RJ;Rio de Janeiro;20071-900;1998-01-16 12:25:06;2020-05-05 20:44:14;82347
cbtu.gov.br;042.357.483/0001-26;Companhia Brasileira de Trens Urbanos;RJ;Rio de Janeiro;20221-901;1998-02-20 12:15:14;2020-05-05 20:44:20;86585
metrobh.gov.br;042.357.483/0005-50;Companhia Brasileira de Trens Urbanos;MG;Belo Horizonte;31110-060;2003-02-05 13:19:03;2020-05-05 20:44:08;1082083
cbtu-sturec.gov.br;042.357.483/0006-30;COMPANHIA BRASILEIRA DE TRENS URBANOS;PE;Recife;50900-000;2011-06-01 12:34:02;2020-05-05 20:44:17;8249316
cbtumetrorec.gov.br;042.357.483/0006-30;COMPANHIA BRASILEIRA DE TRENS URBANOS;PE;Recife;50900-000;2008-04-10 13:07:49;2020-05-05 20:44:12;4350194
cbtu-natal.gov.br;042.357.483/0009-83;Companhia Brasileira de Trens Urbanos-Gerencia Nat;RN;Natal;59012-380;1998-08-28 14:59:07;2020-05-05 20:44:24;112905
cbtujp.gov.br;042.357.483/0010-17;Companhia Brasileira de Trens Urbanos;PB;João Pessoa;58010-540;2000-09-27 17:05:57;2020-05-05 20:44:25;430223
cp2.gov.br;042.414.284/0001-02;Colégio Pedro II;RJ;Rio de Janeiro;20921-903;2009-07-10 16:17:13;2020-04-30 19:55:51;5737217
dtpdf.gov.br;042.422.253/0014-18;DATAPREV DF;RJ;Rio de Janeiro;22241-090;1997-02-27 12:00:00;2020-04-20 14:20:56;31562
inss.gov.br;042.422.253/0014-18;DATAPREV DF;RJ;Rio de Janeiro;22241-090;1998-07-27 13:47:15;2020-04-20 14:37:19;108377
previdenciasocial.gov.br;042.422.253/0014-18;DATAPREV DF;RJ;Rio de Janeiro;22241-090;1999-12-27 12:41:21;2020-04-20 14:38:05;234838
xn--assistnciasocial-xqb.gov.br;042.422.253/0014-18;DATAPREV DF;RJ;Rio de Janeiro;22241-090;2005-09-09 13:06:14;2020-04-20 14:39:17;2340762
xn--previdnciasocial-xqb.gov.br;042.422.253/0014-18;DATAPREV DF;RJ;Rio de Janeiro;22241-090;2006-10-27 13:20:12;2020-04-20 14:40:10;3165465
cnis.gov.br;042.422.253/0027-32;EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV;RJ;Rio de Janeiro;22241-090;2002-10-08 18:27:09;2018-12-07 08:55:17;987612
dataprev.gov.br;042.422.253/0027-32;EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV;RJ;Rio de Janeiro;22241-090;1997-01-28 11:00:00;2018-12-07 08:56:30;29076
previdencia.gov.br;042.422.253/0027-32;EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV;RJ;Rio de Janeiro;22241-090;2003-05-28 19:23:35;2018-12-07 08:55:51;1203703
sirc.gov.br;042.422.253/0027-32;EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV;RJ;Rio de Janeiro;22241-090;2013-09-19 22:13:38;2018-12-07 08:55:37;11967324
xn--previdncia-r7a.gov.br;042.422.253/0027-32;EMP. DE TEC. E INF. DA PREVIDENCIA - DATAPREV;RJ;Rio de Janeiro;22241-090;2005-08-31 13:55:29;2018-12-07 08:55:42;2322262
nuclebras.gov.br;042.515.882/0002-59;Nuclebras Equipamentos Pesados S.A.;RJ;Itaguaí;23825-410;2009-03-03 16:28:09;2020-05-05 20:44:16;5287038
nuclep.gov.br;042.515.882/0003-30;NUCLEBRÁS EQUIPAMENTOS PESADOS S.A.;RJ;Itaguaí;23825-410;1998-12-04 18:37:33;2020-05-05 20:44:25;129198
casaruibarbosa.gov.br;042.519.488/0001-08;Fundacao Casa de Rui Barbosa;RJ;Rio de Janeiro;22260-000;1998-03-02 19:21:32;2018-09-03 19:53:50;87512
rb.gov.br;042.519.488/0001-08;Fundacao Casa de Rui Barbosa;RJ;Rio de Janeiro;22260-000;2000-05-03 12:59:05;2018-09-03 19:55:25;314451
inpi.gov.br;042.521.088/0001-37;INPI - INSTITUTO NAC. DA PROPRIEDADE INDUSTRIAL;RJ;Rio de Janeiro;20090-910;1997-02-28 12:00:00;2019-11-14 21:35:57;31664
eletronuclear.gov.br;042.540.211/0001-67;ELETROBRAS TERMONUCLEAR S.A. ELETRONUCLEAR;RJ;Rio de Janeiro;20091-020;1998-05-07 14:38:53;2020-05-05 20:44:15;95963
crasp.gov.br;043.060.078/0001-04;Conselho Regional de Administração de São Paulo;SP;São Paulo;01427-001;2008-04-28 17:41:14;2019-04-11 19:27:21;4395208
coren-sp.gov.br;044.413.680/0001-40;Conselho Regional de Enfermagem de SP;SP;São Paulo;01331-000;2008-09-18 18:09:57;2020-05-05 20:44:15;4868212
corensp.gov.br;044.413.680/0001-40;Conselho Regional de Enfermagem de SP;SP;São Paulo;01331-000;2008-09-18 17:54:29;2020-05-05 20:44:05;4794739
codesp.gov.br;044.837.524/0001-07;COMPANHIA DOCAS DO EST DE SAO PAULO - CODESP;SP;Santos;11015-900;2009-03-23 16:05:57;2020-05-05 20:44:18;5391404
portodesantos.gov.br;044.837.524/0001-07;COMPANHIA DOCAS DO EST DE SAO PAULO - CODESP;SP;Santos;11015-900;2009-03-26 00:24:31;2020-05-05 20:44:23;5391399
ahrana.gov.br;044.837.524/0005-30;ADIMINISTRAÇÃO DA HIDROVIA DO PARANÁ-AHRANA;SP;São Paulo;01451-000;2002-10-21 19:02:43;2020-05-05 20:44:15;997263
cofen.gov.br;047.217.146/0001-57;CONSELHO FEDERAL DE ENFERMAGEM;DF;Brasília;70736-550;2002-05-28 15:35:31;2018-03-21 19:50:07;854945
portalcofen.gov.br;047.217.146/0001-57;CONSELHO FEDERAL DE ENFERMAGEM;DF;Brasília;70736-550;2000-08-29 18:29:52;2018-03-21 19:49:54;410071
crefito-sp.gov.br;049.781.479/0001-30;CONS REG DE FISIO E TERAP OCUP 3 REG;SP;São Paulo;01333-010;2008-07-11 16:22:23;2018-07-18 20:43:13;4666492
crefitosp.gov.br;049.781.479/0001-30;CONS REG DE FISIO E TERAP OCUP 3 REG;SP;São Paulo;01333-010;2008-07-11 13:32:26;2018-07-18 21:18:43;4644585
crmvsp.gov.br;050.052.885/0001-40;Conselho Regional de Med.Veterinária de SP;SP;São Paulo;04104-021;2011-08-01 10:57:05;2017-11-30 10:12:26;8561217
seade.gov.br;051.169.555/0001-00;FUNDACAO SEADE SISTEMA ESTADUAL DE ANALISE DE DADO;SP;São Paulo;05508-000;1996-01-01 12:00:00;2020-05-05 20:44:06;0
cfbm.gov.br;052.391.703/0001-91;CONSELHO FEDERAL DE BIOMEDICINA;SP;Ribeirão Preto;14010-080;2015-11-17 12:39:52;2020-05-05 20:44:17;14932442
trf3.gov.br;059.949.362/0001-76;Tribunal Regional Federal da Terceira Regiao;SP;São Paulo;01310-923;1998-08-24 17:57:05;2020-05-05 20:44:10;111967
butantan.gov.br;061.821.344/0001-56;Instituto Butantan;SP;São Paulo;05503-000;1998-02-09 19:05:53;2020-05-05 20:44:07;85080
crbm1.gov.br;062.021.837/0001-74;Conselho Regional de Biomedicina 1º Regiao;SP;São Paulo;01536-000;2008-09-19 13:29:32;2019-12-30 20:11:24;4806281
coreconsp.gov.br;062.144.084/0001-94;CONSELHO REGIONAL DE ECONOMIA 2O REGIAO/SP;SP;São Paulo;01009-000;2018-02-27 18:24:49;2020-02-18 17:43:18;18010416
fundacentro.gov.br;062.428.073/0001-36;FUNDACENTRO - FUND.JORGE D.F. SEG. E MED. DO TRAB.;SP;São Paulo;05409-002;1997-02-03 11:00:00;2018-03-28 10:52:13;29635
fundacentrorj.gov.br;062.428.073/0002-17;Fundacao J. D. F. de Seg. e Medicina do Trabalho;RJ;Rio de Janeiro;20071-000;1998-01-16 12:22:06;2020-05-05 20:44:18;80592
fundacentro-pe.gov.br;062.428.073/0006-40;FUNDACENTRO - FUNDACAO JORGE DUPRAT FIGUEIREDO DE;PE;Recife;52030-190;1997-12-12 11:00:00;2020-05-05 20:44:13;75337
fundacentro-es.gov.br;062.428.073/0014-50;Fund. Jorge Duprat Figueiredo de Seg. Med Trabalho;ES;Vitoria;29065-160;1998-02-26 18:05:59;2020-05-05 20:44:10;86056
fundacentro-ba.gov.br;062.428.073/0017-01;FUNDACAO JORGE DUPRAT FIGUEIREDO DE SEG.E MED.TRAB;BA;Salvador;41820-770;1998-05-12 20:49:40;2020-05-05 20:44:24;95208
fundacentroms.gov.br;062.428.073/0023-41;FUNDAÇÃO JORGE DUPRAT FIGUEIREDO DE SEG;MS;Campo Grande;79002-074;1999-05-25 14:09:48;2020-05-05 20:44:17;162875
ceagesp.gov.br;062.463.005/0001-08;Companhia de Entrepostos e Armazéns Gerais de SP;SP;São Paulo;05316-900;2003-10-01 11:20:18;2020-01-17 11:30:41;1357071
sp.gov.br;062.577.929/0001-35;Cia Proc. de Dados do Estado de S Paulo - Prodesp;SP;Taboão da Serra;06760-900;1995-07-06 12:00:00;2018-06-05 11:12:56;0
creci-sp.gov.br;062.655.246/0001-59;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS SP;SP;São Paulo;01405-001;2008-06-12 21:45:18;2015-09-24 18:37:41;4543146
crecisp.gov.br;062.655.246/0001-59;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS SP;SP;São Paulo;01405-001;2008-06-12 20:58:57;2014-06-23 02:00:07;4538779
cofeci.gov.br;062.658.737/0001-53;CONSELHO FEDERAL DE CORRETORES DE IMÓVEIS;DF;Brasília;70391-900;2001-05-04 22:26:09;2020-03-13 14:45:28;549534
convensi.gov.br;062.658.737/0001-53;CONSELHO FEDERAL DE CORRETORES DE IMÓVEIS;DF;Brasília;70391-900;2014-05-05 13:54:04;2014-05-06 19:09:20;12844980
cremesp.gov.br;063.106.843/0001-97;CONSELHO REGIONAL DE MEDICINA - SP;SP;São Paulo;01307-002;2011-01-17 13:19:16;2013-10-20 21:04:57;7771407
ma.gov.br;063.574.479/0001-90;SEPLAN - Governo do Estado do Maranhão;MA;São Luís;65076-820;1997-04-07 12:00:00;2019-10-25 20:54:11;35641
maranhao.gov.br;063.574.479/0001-90;SEPLAN - Governo do Estado do Maranhão;MA;São Luís;65076-820;1999-04-19 19:41:34;2019-08-21 15:01:58;155160
crefito8.gov.br;068.576.800/0001-99;Conselho Reg de Fisioterapia e Terap Ocupac. 8 reg;PR;Curitiba;80040-340;2017-06-26 11:58:04;2017-06-26 11:58:04;17079946
eafs.gov.br;069.978.468/0001-51;ESCOLA AGROTECNICA FEDERAL DE SATUBA - AL;AL;Satuba;57120-000;1999-12-07 13:03:55;2020-05-05 20:44:08;226362
eafsc.gov.br;073.883.027/0001-43;Escola Agrotécnica Federal de São Cristóvão - SE;SE;São Cristóvão;49100-000;2005-02-21 14:52:28;2005-03-23 17:41:42;2017005
eafmachado.gov.br;073.926.602/0001-48;Escola Agrotécnica Federal de Machado;MG;Machado;37750-000;2002-06-05 17:28:52;2020-05-05 20:44:18;876624
eafmuz.gov.br;073.933.178/0001-69;Instituto Federal Sul de Minas Gerais;MG;Pouso Alegre;37550-000;2001-06-07 20:57:31;2009-01-24 16:13:51;578355
eafsombrio.gov.br;073.955.064/0001-10;Instituto Federal Catarinense Campus Santa Rosa;SC;Santa Rosa do Sul;88965-000;2000-11-08 16:37:38;2020-05-05 20:44:09;455139
corenpr.gov.br;075.078.816/0001-37;Conselho Regional de Enfermagem do Paraná;PR;Curitiba;80020-921;2012-02-23 11:13:47;2016-12-31 23:41:59;9395488
corensc.gov.br;075.308.106/0001-56;Conselho Regional de Enfermagem de Santa Catarina;SC;Florianópolis;88020-300;2009-11-16 17:27:01;2016-02-05 14:36:46;6232598
ipardes.gov.br;075.954.891/0001-14;INSTITUTO PARANAENSE DE DESENVOLVIMENTO ECONOMICO;PR;Curitiba;82630-900;1996-01-01 12:00:00;2020-05-05 20:44:24;0
crq-9.gov.br;076.471.358/0001-64;CONSELHO REGIONAL DE QUÍMICA DA 9A REGIÃO;PR;Curitiba;80010-150;2016-05-13 18:05:11;2020-05-05 20:44:12;15485691
crq-pr.gov.br;076.471.358/0001-64;CONSELHO REGIONAL DE QUÍMICA DA 9A REGIÃO;PR;Curitiba;80010-150;2016-05-13 18:05:11;2020-05-05 20:44:09;15485688
crq9.gov.br;076.471.358/0001-64;CONSELHO REGIONAL DE QUÍMICA DA 9A REGIÃO;PR;Curitiba;80010-150;2016-05-13 18:00:08;2020-05-05 20:44:11;15485657
crqpr.gov.br;076.471.358/0001-64;CONSELHO REGIONAL DE QUÍMICA DA 9A REGIÃO;PR;Curitiba;80010-150;2016-05-13 18:00:08;2020-05-05 20:44:24;15485681
telepar.gov.br;076.535.764/0001-43;Oi S.A.;RJ;Rio de Janeiro;20230-070;1995-07-03 12:00:00;2020-05-05 20:44:12;0
telesc.gov.br;076.535.764/0001-43;Oi S.A.;RJ;Rio de Janeiro;20230-070;1996-01-01 12:00:00;2020-05-05 20:44:17;0
celepar.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80520-174;1996-03-18 12:00:00;2009-12-08 13:41:49;5966
e-parana.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80520-174;2000-09-21 15:29:01;2009-12-08 13:44:33;414002
netgoverno.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80520-174;2000-02-26 16:18:42;2009-12-08 13:43:14;265137
parana.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80520-174;2000-08-24 11:57:17;2009-12-08 15:04:09;406928
pr.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80520-174;1996-03-18 12:00:00;2019-10-28 14:49:15;5965
redecidadao.gov.br;076.545.011/0001-19;CIA. DE TECNOL. DA INFOR. E COMUNICAÇÃO DO PARANÁ;PR;Curitiba;80520-174;1999-03-04 20:26:05;2009-12-08 13:42:49;144997
cress-sc.gov.br;076.557.099/0001-99;Conselho Regional de Serviço Social 12ª Região;SC;Florianópolis;88010-560;2018-07-02 17:33:46;2018-07-02 17:33:46;18449265
creci-pr.gov.br;076.693.910/0001-69;CRECI-PR ORGANIZACAO DE CORRETORES DE IMOV=;PR;Curitiba;80060-150;2008-04-29 11:40:02;2020-05-05 20:44:08;4386338
crecipr.gov.br;076.693.910/0001-69;CRECI-PR ORGANIZACAO DE CORRETORES DE IMOV=;PR;Curitiba;80060-150;2009-04-07 12:02:35;2020-05-05 20:44:17;5417469
seti.gov.br;077.046.951/0001-26;SECRETARIA DE ESTADO DA CIENCIA, TECNOLOGIA;PR;Curitiba;80530-230;1996-04-02 12:00:00;2009-12-08 13:41:30;6400
coreconpr.gov.br;077.085.892/0001-03;Conselho Regional de Economia;PR;Curitiba;80810-120;2016-07-07 17:42:46;2016-11-30 18:57:43;15799164
cra-pr.gov.br;078.348.059/0001-62;Conselho Regional de Administração do Paraná;PR;Curitiba;80250-100;2016-03-31 13:08:32;2020-04-24 14:15:38;15401084
crq13.gov.br;079.887.659/0001-61;CONSELHO REGIONAL DE QUIMICA DA 13A REGIAO.;SC;Florianópolis;88015-100;2010-05-12 19:15:00;2020-05-05 20:44:18;6834102
crqsc.gov.br;079.887.659/0001-61;CONSELHO REGIONAL DE QUIMICA DA 13A REGIAO.;SC;Florianópolis;88015-100;2010-05-12 19:15:00;2020-05-05 20:44:09;6834151
crmvsc.gov.br;082.513.045/0001-24;Conselho Regional de Medicina Veterinária SC;SC;Florianópolis;88034-000;2018-08-27 12:00:10;2018-08-27 12:00:10;18713687
creci-sc.gov.br;082.894.098/0001-32;CONSELHO REGIONAL DE CORRETORES DE IMOVEIS -=;SC;Florianópolis;88075-001;2008-05-14 16:12:42;2019-07-12 22:30:41;4455993
badesc.gov.br;082.937.293/0001-00;AGENCIA DE FOMENTO DO ESTADO DE SANTA CATARINA S.A;SC;Florianópolis;88015-380;1996-06-28 12:00:00;2020-05-05 20:44:12;10625
ciasc.gov.br;083.043.745/0001-65;Centro de Informatica e Automacao do Estado de SC;SC;Florianópolis;88034-902;1996-01-01 12:00:00;2019-09-23 13:14:14;0
sc.gov.br;083.043.745/0001-65;Centro de Informatica e Automacao do Estado de SC;SC;Florianópolis;88034-902;1996-01-01 12:00:00;2018-02-21 17:13:47;0
scnet.gov.br;083.043.745/0001-65;Centro de Informatica e Automacao do Estado de SC;SC;Florianópolis;88034-902;1999-05-11 12:01:46;2020-05-05 20:44:22;160206
crfsc.gov.br;083.900.969/0001-46;Conselho Regional de Farmácia do Estado de SC;SC;Florianópolis;88020-095;2015-03-09 17:29:15;2020-05-05 20:44:23;13922961
